Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020
Belarus,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,74,66,103,108,78,95
Belarus,SI3_AGG - MAMTTE - Transport equipment,World,1286,1617,2162,2426,2501,2179
Belarus,SI3_AGG - MAMTAU - Automotive products,World,1136,1412,1829,2190,1960,1657
Belarus,SI3_AGG - MATE - Textiles,World,509,624,678,731,724,689
Belarus,SI3_AGG - MACL - Clothing,World,329,372,440,498,498,402
Belgium,SI3_AGG - TO - Total merchandise,World,396841,398134,429645,468650,446944,419892
Belgium,SI3_AGG - AG - Agricultural products,World,43823,45460,48808,51221,50131,50217
Belgium,SI3_AGG - AGFO - Food,World,38521,40218,43313,45018,44103,44718
Belgium,SI3_AGG - MI - Fuels and mining products,World,43660,37302,47516,59751,52011,41165
Belgium,SI3_AGG - MIFU - Fuels,World,33148,27566,35939,44217,36754,24830
Belgium,SI3_AGG - MA - Manufactures,World,297883,303566,321316,351582,338669,325342
Belgium,SI3_AGG - MAIS - Iron and steel,World,13518,13325,17183,19265,16602,13355
Belgium,SI3_AGG - MACH - Chemicals,World,117573,117186,121404,141215,135347,139357
Belgium,SI3_AGG - MACHPH - Pharmaceuticals,World,45570,45012,44741,50408,55633,64243
Belgium,SI3_AGG - MAMT - Machinery and transport equipment,World,86250,90153,96257,102478,104259,96197
Belgium,SI3_AGG - MAMTOF - Office and telecom equipment,World,9360,9310,8844,8784,9688,9895
Belgium,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4023,4056,3556,3569,3599,3271
Belgium,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4410,4361,4230,4196,4152,4361
Belgium,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,927,893,1058,1019,1937,2263
Belgium,SI3_AGG - MAMTTE - Transport equipment,World,45040,48861,52954,55907,58243,51940
Belgium,SI3_AGG - MAMTAU - Automotive products,World,40258,44140,47414,49254,52785,47080
Belgium,SI3_AGG - MATE - Textiles,World,5646,5387,5795,6067,5742,5583
Belgium,SI3_AGG - MACL - Clothing,World,8269,8987,9368,10063,9876,8945
Belize,SI3_AGG - TO - Total merchandise,World,538,443,457,451,462,287
Belize,SI3_AGG - AG - Agricultural products,World,205,158,213,183,197,191
Belize,SI3_AGG - AGFO - Food,World,200,154,209,180,195,189
Belize,SI3_AGG - MI - Fuels and mining products,World,27,18,22,27,23,7
Belize,SI3_AGG - MIFU - Fuels,World,27,18,21,26,22,6
Belize,SI3_AGG - MA - Manufactures,World,32,34,43,30,24,13
Belize,SI3_AGG - MAIS - Iron and steel,World,0,1,0,0,0,0
Belize,SI3_AGG - MACH - Chemicals,World,7,8,16,12,8,5
Belize,SI3_AGG - MACHPH - Pharmaceuticals,World,0,1,4,3,1,1
Belize,SI3_AGG - MAMT - Machinery and transport equipment,World,6,7,7,6,4,3
Belize,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,1,0
Belize,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,1,0
Belize,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Belize,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,0
Belize,SI3_AGG - MAMTTE - Transport equipment,World,1,2,4,4,2,2
Belize,SI3_AGG - MAMTAU - Automotive products,World,0,2,1,1,1,0
Belize,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Belize,SI3_AGG - MACL - Clothing,World,2,2,2,1,1,0
Benin,SI3_AGG - TO - Total merchandise,World,1682,1774,2216,3344,3052,2316
Benin,SI3_AGG - AG - Agricultural products,World,417,294,570,764,713,672
Benin,SI3_AGG - AGFO - Food,World,142,111,216,303,224,190
Benin,SI3_AGG - MI - Fuels and mining products,World,32,22,22,28,27,38
Benin,SI3_AGG - MIFU - Fuels,World,23,15,18,26,26,38
Benin,SI3_AGG - MA - Manufactures,World,162,76,112,147,96,116
Benin,SI3_AGG - MAIS - Iron and steel,World,28,16,16,42,27,29
Benin,SI3_AGG - MACH - Chemicals,World,5,6,10,7,7,7
Benin,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,6,4,3,3
Benin,SI3_AGG - MAMT - Machinery and transport equipment,World,72,18,42,54,17,41
Benin,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,2,1,2,0
Benin,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,1,0
Benin,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,2,1,0,0
Benin,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,0,0,0,0
Benin,SI3_AGG - MAMTTE - Transport equipment,World,51,6,7,4,7,5
Benin,SI3_AGG - MAMTAU - Automotive products,World,5,5,5,3,2,3
Benin,SI3_AGG - MATE - Textiles,World,11,11,11,10,10,12
Benin,SI3_AGG - MACL - Clothing,World,0,0,0,1,0,1
Bermuda,SI3_AGG - TO - Total merchandise,World,22,19,18,18,19,11
Bermuda,SI3_AGG - AG - Agricultural products,World,4,6,6,4,4,3
Bermuda,SI3_AGG - AGFO - Food,World,4,6,6,4,4,3
Bermuda,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MA - Manufactures,World,4,3,5,13,12,8
Bermuda,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MAMT - Machinery and transport equipment,World,1,1,2,8,7,3
Bermuda,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,0,0,1,1,0
Bermuda,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Bermuda,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,1,1,0
Bermuda,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,,0,0,0,0
Bermuda,SI3_AGG - MAMTTE - Transport equipment,World,0,0,1,4,4,2
Bermuda,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,1,0,2
Bermuda,SI3_AGG - MATE - Textiles,World,0,0,0,0,2,0
Bermuda,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Bhutan,SI3_AGG - TO - Total merchandise,World,549,525,573,606,674,651
Bhutan,SI3_AGG - AG - Agricultural products,World,45,,,,,
Bhutan,SI3_AGG - AGFO - Food,World,40,,,,,
Bhutan,SI3_AGG - MI - Fuels and mining products,World,223,,,,,
Bhutan,SI3_AGG - MIFU - Fuels,World,156,,,,,
Bhutan,SI3_AGG - MA - Manufactures,World,278,,,,,
Bhutan,SI3_AGG - MAIS - Iron and steel,World,200,,,,,
Bhutan,SI3_AGG - MACH - Chemicals,World,40,,,,,
Bhutan,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,,,
Bhutan,SI3_AGG - MAMT - Machinery and transport equipment,World,0,,,,,
Bhutan,SI3_AGG - MATE - Textiles,World,1,,,,,
Bhutan,SI3_AGG - MACL - Clothing,World,0,,,,,
"Bolivia, Plurinational State of",SI3_AGG - TO - Total merchandise,World,8726,7082,7846,8965,8757,7015
"Bolivia, Plurinational State of",SI3_AGG - AG - Agricultural products,World,1468,1489,1245,1442,1300,1469
"Bolivia, Plurinational State of",SI3_AGG - AGFO - Food,World,1423,1451,1205,1392,1255,1417
"Bolivia, Plurinational State of",SI3_AGG - MI - Fuels and mining products,World,6155,4547,5582,5998,5347,3905
"Bolivia, Plurinational State of",SI3_AGG - MIFU - Fuels,World,4033,2221,2734,3142,2824,2038
"Bolivia, Plurinational State of",SI3_AGG - MA - Manufactures,World,574,478,473,479,536,428
"Bolivia, Plurinational State of",SI3_AGG - MAIS - Iron and steel,World,6,0,2,1,3,0
"Bolivia, Plurinational State of",SI3_AGG - MACH - Chemicals,World,126,99,91,180,184,115
"Bolivia, Plurinational State of",SI3_AGG - MACHPH - Pharmaceuticals,World,2,3,2,2,1,2
"Bolivia, Plurinational State of",SI3_AGG - MAMT - Machinery and transport equipment,World,161,107,123,84,114,106
"Bolivia, Plurinational State of",SI3_AGG - MAMTOF - Office and telecom equipment,World,4,5,10,7,4,6
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,7,4,1,4
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,4,2,3,2,2
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,0,0,0,0,0
"Bolivia, Plurinational State of",SI3_AGG - MAMTTE - Transport equipment,World,38,22,18,22,39,38
"Bolivia, Plurinational State of",SI3_AGG - MAMTAU - Automotive products,World,10,4,5,11,7,8
"Bolivia, Plurinational State of",SI3_AGG - MATE - Textiles,World,15,12,12,14,19,14
"Bolivia, Plurinational State of",SI3_AGG - MACL - Clothing,World,21,8,7,9,5,3
"Bonaire, Sint Eustatius and Saba",SI3_AGG - TO - Total merchandise,World,1,1,1,1,1,1
Bosnia and Herzegovina,SI3_AGG - TO - Total merchandise,World,5098,5328,6402,7182,6578,6152
Bosnia and Herzegovina,SI3_AGG - AG - Agricultural products,World,794,875,939,874,774,803
Bosnia and Herzegovina,SI3_AGG - AGFO - Food,World,435,498,579,496,454,498
Bosnia and Herzegovina,SI3_AGG - MI - Fuels and mining products,World,819,752,1081,1334,989,750
Bosnia and Herzegovina,SI3_AGG - MIFU - Fuels,World,357,362,533,702,532,415
Bosnia and Herzegovina,SI3_AGG - MA - Manufactures,World,3328,3518,4235,4850,4691,4500
Bosnia and Herzegovina,SI3_AGG - MAIS - Iron and steel,World,237,208,258,324,291,224
Bosnia and Herzegovina,SI3_AGG - MACH - Chemicals,World,359,414,517,555,522,482
Bosnia and Herzegovina,SI3_AGG - MACHPH - Pharmaceuticals,World,57,62,81,90,79,78
Bosnia and Herzegovina,SI3_AGG - MAMT - Machinery and transport equipment,World,745,759,920,1075,1113,1097
Bosnia and Herzegovina,SI3_AGG - MAMTOF - Office and telecom equipment,World,17,14,25,24,29,25
Bosnia and Herzegovina,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,8,9,11,11,10,10
Bosnia and Herzegovina,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8,4,4,4,8,6
Bosnia and Herzegovina,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,10,9,10,9
Bosnia and Herzegovina,SI3_AGG - MAMTTE - Transport equipment,World,259,262,275,311,298,277
Bosnia and Herzegovina,SI3_AGG - MAMTAU - Automotive products,World,167,165,171,197,193,168
Bosnia and Herzegovina,SI3_AGG - MATE - Textiles,World,61,60,65,62,60,76
Bosnia and Herzegovina,SI3_AGG - MACL - Clothing,World,225,234,272,328,316,285
Botswana,SI3_AGG - TO - Total merchandise,World,6316,7366,5870,6573,5237,4262
Botswana,SI3_AGG - AG - Agricultural products,World,145,130,109,121,97,88
Botswana,SI3_AGG - AGFO - Food,World,139,125,104,116,90,84
Botswana,SI3_AGG - MI - Fuels and mining products,World,465,308,161,75,56,83
Botswana,SI3_AGG - MIFU - Fuels,World,24,12,9,11,15,17
Botswana,SI3_AGG - MA - Manufactures,World,5664,6833,5595,5882,5041,4035
Botswana,SI3_AGG - MAIS - Iron and steel,World,5,6,5,5,8,7
Botswana,SI3_AGG - MACH - Chemicals,World,81,85,70,73,58,71
Botswana,SI3_AGG - MACHPH - Pharmaceuticals,World,15,16,6,10,8,11
Botswana,SI3_AGG - MAMT - Machinery and transport equipment,World,262,234,234,249,181,168
Botswana,SI3_AGG - MAMTOF - Office and telecom equipment,World,10,8,12,15,10,11
Botswana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4,4,3,5,2,1
Botswana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,4,8,10,7,9
Botswana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,0,1,1
Botswana,SI3_AGG - MAMTTE - Transport equipment,World,73,51,58,71,39,26
Botswana,SI3_AGG - MAMTAU - Automotive products,World,51,40,26,39,31,22
Botswana,SI3_AGG - MATE - Textiles,World,22,16,16,20,13,13
Botswana,SI3_AGG - MACL - Clothing,World,15,9,2,3,2,2
Brazil,SI3_AGG - TO - Total merchandise,World,191134,185232,217739,239264,225383,209878
Brazil,SI3_AGG - AG - Agricultural products,World,79988,76904,87792,92906,89086,93237
Brazil,SI3_AGG - AGFO - Food,World,70982,68001,77612,80324,76346,81391
Brazil,SI3_AGG - MI - Fuels and mining products,World,36452,32758,46850,58914,61605,58658
Brazil,SI3_AGG - MIFU - Fuels,World,13748,11581,18723,29609,30314,24873
Brazil,SI3_AGG - MA - Manufactures,World,68986,64503,74393,74691,66400,52064
Brazil,SI3_AGG - MAIS - Iron and steel,World,9728,8216,11281,12598,11545,9066
Brazil,SI3_AGG - MACH - Chemicals,World,11440,10852,11911,12134,11419,10095
Brazil,SI3_AGG - MACHPH - Pharmaceuticals,World,1390,1275,1326,1254,1231,1143
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,31266,30504,35613,34519,28866,20620
Brazil,SI3_AGG - MAMTOF - Office and telecom equipment,World,870,730,829,895,830,691
Brazil,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,234,281,388,420,344,245
Brazil,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,440,311,254,280,348,289
Brazil,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,196,137,187,195,139,157
Brazil,SI3_AGG - MAMTTE - Transport equipment,World,18160,17859,20614,18852,15160,10941
Brazil,SI3_AGG - MAMTAU - Automotive products,World,9878,11135,14739,13032,9659,7253
Brazil,SI3_AGG - MATE - Textiles,World,875,793,799,745,697,622
Brazil,SI3_AGG - MACL - Clothing,World,140,132,153,148,160,122
BRIC members,SI3_AGG - TO - Total merchandise,World,3073973,2829116,3133270,3494651,3469030,3408628
BRICS members,SI3_AGG - TO - Total merchandise,World,3154975,2905331,3222216,3588621,3559046,3494462
Brunei Darussalam,SI3_AGG - TO - Total merchandise,World,6353,4875,5571,6574,7039,6608
Brunei Darussalam,SI3_AGG - AG - Agricultural products,World,9,10,13,16,13,12
Brunei Darussalam,SI3_AGG - AGFO - Food,World,7,8,11,13,11,10
Brunei Darussalam,SI3_AGG - MI - Fuels and mining products,World,5917,4300,5004,6001,6435,5392
Brunei Darussalam,SI3_AGG - MIFU - Fuels,World,5907,4284,4989,5982,6412,5387
Brunei Darussalam,SI3_AGG - MA - Manufactures,World,418,557,533,547,585,1192
Brunei Darussalam,SI3_AGG - MAIS - Iron and steel,World,19,13,7,38,31,8
Brunei Darussalam,SI3_AGG - MACH - Chemicals,World,138,235,202,247,247,1104
Brunei Darussalam,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,0,1,1,0
Brunei Darussalam,SI3_AGG - MAMT - Machinery and transport equipment,World,182,239,140,172,229,50
Brunei Darussalam,SI3_AGG - MAMTOF - Office and telecom equipment,World,13,39,11,11,6,3
Brunei Darussalam,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,2,4,3,2,2
Brunei Darussalam,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10,36,6,7,3,1
Brunei Darussalam,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,1,1,1,1
Brunei Darussalam,SI3_AGG - MAMTTE - Transport equipment,World,87,86,48,64,69,21
Brunei Darussalam,SI3_AGG - MAMTAU - Automotive products,World,8,9,5,5,9,5
Brunei Darussalam,SI3_AGG - MATE - Textiles,World,0,0,1,1,1,1
Brunei Darussalam,SI3_AGG - MACL - Clothing,World,8,7,11,9,6,7
Bulgaria,SI3_AGG - TO - Total merchandise,World,25371,26572,31438,33617,33340,31907
Bulgaria,SI3_AGG - AG - Agricultural products,World,4422,4822,5044,5464,5684,5647
Bulgaria,SI3_AGG - AGFO - Food,World,4036,4463,4589,4946,5221,5271
Bulgaria,SI3_AGG - MI - Fuels and mining products,World,6221,5372,7452,7599,7360,6136
Bulgaria,SI3_AGG - MIFU - Fuels,World,2640,2304,2982,2844,3084,1441
Bulgaria,SI3_AGG - MA - Manufactures,World,14103,15409,17617,19649,19578,19323
Bulgaria,SI3_AGG - MAIS - Iron and steel,World,529,574,1087,1256,808,746
Bulgaria,SI3_AGG - MACH - Chemicals,World,2517,2672,3123,3434,3648,3715
Bulgaria,SI3_AGG - MACHPH - Pharmaceuticals,World,908,890,1009,1104,1163,1196
Bulgaria,SI3_AGG - MAMT - Machinery and transport equipment,World,5236,5678,6594,7616,7808,7583
Bulgaria,SI3_AGG - MAMTOF - Office and telecom equipment,World,668,690,792,993,965,1001
Bulgaria,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,184,211,248,311,295,285
Bulgaria,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,301,270,302,354,414,439
Bulgaria,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,183,208,242,329,257,277
Bulgaria,SI3_AGG - MAMTTE - Transport equipment,World,905,997,1216,1372,1492,1569
Bulgaria,SI3_AGG - MAMTAU - Automotive products,World,433,505,584,595,661,631
Bulgaria,SI3_AGG - MATE - Textiles,World,460,509,529,548,526,589
Bulgaria,SI3_AGG - MACL - Clothing,World,1532,1659,1628,1655,1557,1342
Burkina Faso,SI3_AGG - TO - Total merchandise,World,2176,2509,2875,3254,3239,4372
Burkina Faso,SI3_AGG - AG - Agricultural products,World,666,753,734,800,678,564
Burkina Faso,SI3_AGG - AGFO - Food,World,367,324,369,477,323,299
Burkina Faso,SI3_AGG - MI - Fuels and mining products,World,59,104,183,220,180,131
Burkina Faso,SI3_AGG - MIFU - Fuels,World,0,11,14,27,20,13
Burkina Faso,SI3_AGG - MA - Manufactures,World,108,114,88,110,134,121
Burkina Faso,SI3_AGG - MAIS - Iron and steel,World,6,10,7,16,14,17
Burkina Faso,SI3_AGG - MACH - Chemicals,World,15,25,8,23,15,15
Burkina Faso,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,0,0,1,1
Burkina Faso,SI3_AGG - MAMT - Machinery and transport equipment,World,65,58,55,52,83,49
Burkina Faso,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,1,1,2,2
Burkina Faso,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,1,0
Burkina Faso,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,1,0,0
Burkina Faso,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,1,0,2
Burkina Faso,SI3_AGG - MAMTTE - Transport equipment,World,32,32,24,24,45,19
Burkina Faso,SI3_AGG - MAMTAU - Automotive products,World,19,21,14,8,13,11
Burkina Faso,SI3_AGG - MATE - Textiles,World,6,5,6,5,4,5
Burkina Faso,SI3_AGG - MACL - Clothing,World,0,0,1,0,1,1
Burundi,SI3_AGG - TO - Total merchandise,World,121,125,172,180,180,162
Burundi,SI3_AGG - AG - Agricultural products,World,74,79,89,89,81,82
Burundi,SI3_AGG - AGFO - Food,World,71,78,89,88,81,81
Burundi,SI3_AGG - MI - Fuels and mining products,World,3,7,9,22,18,12
Burundi,SI3_AGG - MIFU - Fuels,World,0,2,0,7,5,3
Burundi,SI3_AGG - MA - Manufactures,World,23,22,15,13,15,22
Burundi,SI3_AGG - MAIS - Iron and steel,World,1,1,1,1,3,9
Burundi,SI3_AGG - MACH - Chemicals,World,7,5,2,3,1,1
Burundi,SI3_AGG - MACHPH - Pharmaceuticals,World,0,1,0,0,0,0
Burundi,SI3_AGG - MAMT - Machinery and transport equipment,World,3,6,2,3,6,3
Burundi,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,0,0,0,0
Burundi,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Burundi,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,1,0,0,0,0
Burundi,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,0
Burundi,SI3_AGG - MAMTTE - Transport equipment,World,1,3,1,2,3,1
Burundi,SI3_AGG - MAMTAU - Automotive products,World,1,3,1,1,2,1
Burundi,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Burundi,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Cabo Verde,SI3_AGG - TO - Total merchandise,World,67,60,50,76,62,53
Cabo Verde,SI3_AGG - AG - Agricultural products,World,62,50,39,63,50,36
Cabo Verde,SI3_AGG - AGFO - Food,World,62,50,39,63,50,36
Cabo Verde,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0
Cabo Verde,SI3_AGG - MIFU - Fuels,World,,,,,0,0
Cabo Verde,SI3_AGG - MA - Manufactures,World,4,10,11,12,12,17
Cabo Verde,SI3_AGG - MAIS - Iron and steel,World,0,,,,0,0
Cabo Verde,SI3_AGG - MACH - Chemicals,World,1,0,,0,0,9
Cabo Verde,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,,,0,9
Cabo Verde,SI3_AGG - MAMT - Machinery and transport equipment,World,,,,0,0,0
Cabo Verde,SI3_AGG - MAMTOF - Office and telecom equipment,World,,,,0,0,0
Cabo Verde,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,,,0,0,0
Cabo Verde,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,,,0,0
Cabo Verde,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,,,0,0
Cabo Verde,SI3_AGG - MAMTTE - Transport equipment,World,,,,0,0,0
Cabo Verde,SI3_AGG - MAMTAU - Automotive products,World,,,,0,0,0
Cabo Verde,SI3_AGG - MATE - Textiles,World,0,,0,,0,0
Cabo Verde,SI3_AGG - MACL - Clothing,World,6,6,6,7,7,4
Cambodia,SI3_AGG - TO - Total merchandise,World,8542,10069,11278,12700,14825,17215
Cambodia,SI3_AGG - AG - Agricultural products,World,590,659,861,935,930,1095
Cambodia,SI3_AGG - AGFO - Food,World,407,454,539,655,680,789
Cambodia,SI3_AGG - MI - Fuels and mining products,World,11,14,32,35,72,99
Cambodia,SI3_AGG - MIFU - Fuels,World,0,1,0,0,0,0
Cambodia,SI3_AGG - MA - Manufactures,World,7909,9206,10160,11695,13431,13509
Cambodia,SI3_AGG - MAIS - Iron and steel,World,2,6,11,18,16,23
Cambodia,SI3_AGG - MACH - Chemicals,World,73,159,176,99,82,72
Cambodia,SI3_AGG - MACHPH - Pharmaceuticals,World,4,5,11,8,8,12
