Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Iceland,175574,179029,182378,185653,188983,192286,195570,198751,201488,203369,204438,206098,209137,212317,215209,217979,220154,221799,223537,225735,228138,230755,233860,236977,239511,241405,243180,245859,249740,252852,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463
Israel,2114020,2185000,2293000,2379000,2475000,2563000,2629000,2745000,2803000,2877000,2974000,3069000,3148000,3278000,3377000,3455000,3533000,3613000,3690000,3786000,3878000,3956000,4031000,4105000,4159000,4233000,4299000,4369000,4442000,4518000,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100
Italy,50199700,50536350,50879450,51252000,51675350,52112350,52519000,52900500,53235750,53537950,53821850,54073490,54381345,54751406,55110868,55441001,55718260,55955411,56155143,56317749,56433883,56501675,56543548,56564074,56576718,56593071,56596155,56601931,56629288,56671781,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60421760,59729081,59449527
Jamaica,1628524,1651067,1676500,1703660,1730739,1756508,1780522,1803324,1825873,1849658,1875637,1904281,1935089,1966978,1998313,2028019,2055371,2080824,2105903,2132784,2162839,2196921,2234062,2271735,2306367,2335510,2358165,2375400,2389415,2403464,2419901,2439329,2461047,2484583,2509042,2533705,2558631,2583914,2608874,2632677,2654698,2674706,2692843,2709438,2725017,2740000,2754414,2768229,2781869,2795839,2810464,2825932,2842128,2858710,2875137,2891024,2906242,2920848,2934853,2948277,2961161
Jordan,933102,973983,1010647,1050212,1102404,1173603,1267063,1378995,1500168,1617427,1721315,1809193,1883923,1948443,2007735,2065916,2123180,2179361,2237936,2303116,2377997,2464870,2563525,2671413,2784457,2900055,3015294,3131800,3256552,3399333,3565888,3760493,3977667,4201559,4410357,4588842,4732848,4848536,4943975,5031754,5122495,5217328,5317514,5434036,5580241,5765639,5991547,6255290,6556473,6893258,7261541,7662858,8089963,8518992,8918822,9266573,9554286,9785840,9965322,10101697,10203140
Japan,93216000,94055000,94933000,95900000,96903000,97952000,98851000,99879000,101011000,102219000,103403000,105697000,107188000,108707000,110162000,111573000,112775000,113872000,114913000,115890000,116807000,117661000,118480000,119307000,120083000,120837000,121482000,122069000,122578000,123069000,123478000,123964000,124425000,124829000,125178000,125472000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,126994511,126785797,126529100,126264931,125836021
Kazakhstan,9934564,10349422,10756931,11147860,11511856,11841926,12132560,12385706,12611432,12824614,13036140,13250211,13463985,13673014,13869975,14050227,14212145,14359629,14499957,14643133,14796175,14958897,15128090,15303316,15483411,15665594,15852524,16039253,16205998,16249500,16348000,16451711,16439095,16380672,16145766,15816243,15578227,15334405,15071640,14928374,14883626,14858335,14858948,14909019,15012984,15147029,15308085,15484192,15776938,16092822,16321872,16557202,16792090,17035551,17288285,17542806,17794055,18037776,18276452,18513673,18754440
Kenya,8120082,8377693,8647002,8928510,9222692,9530163,9851453,10187487,10539909,10910677,11301394,11713046,12146070,12600799,13077341,13575898,14096258,14638887,15205381,15797771,16417203,17063870,17736326,18431760,19146403,19877078,20622560,21382111,22153685,22935088,23724574,24521714,25326080,26136217,26950508,27768297,28589456,29415660,30250488,31098763,31964557,32848569,33751746,34678781,35635267,36624897,37649039,38705934,39791984,40901798,42030684,43178270,44343469,45519986,46700063,47878339,49051531,50221146,51392570,52573967,53771300
Kyrgyz Republic,2172300,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6456200,6579900
Cambodia,5722372,5872968,6028434,6183586,6331443,6467191,6585034,6685961,6779778,6880623,6996576,7139640,7302114,7449233,7533332,7524457,7404687,7196042,6957267,6770393,6693759,6749849,6919803,7170004,7447844,7714894,7960952,8198082,8435909,8691331,8975597,9289298,9623899,9970727,10317901,10656145,10982919,11298594,11600510,11886464,12155241,12405411,12637719,12856171,13066475,13273355,13477705,13679953,13883835,14093605,14312205,14541421,14780454,15026330,15274506,15521435,15766290,16009413,16249795,16486542,16718971
Kiribati,41196,42234,43283,44342,45392,46429,47429,48403,49354,50267,51142,51979,52775,53558,54334,55114,55922,56759,57613,58469,59296,60101,60887,61736,62745,63989,65504,67244,69087,70849,72394,73692,74767,75711,76668,77716,78904,80188,81558,82969,84405,85844,87308,88840,90498,92319,94341,96531,98760,100928,102930,104735,106359,107887,109387,110927,112529,114153,115842,117608,119446
St. Kitts and Nevis,51199,51196,50961,50529,49928,49209,48351,47388,46399,45529,44878,44489,44318,44304,44322,44271,44140,43944,43703,43452,43201,42963,42733,42477,42198,41874,41479,41041,40633,40354,40260,40381,40691,41141,41618,42077,42472,42857,43225,43622,44083,44602,45168,45749,46323,46852,47333,47769,48178,48599,49011,49442,49881,50328,50776,51204,51629,52036,52438,52834,53192
"Korea, Rep.",25012374,25765673,26513030,27261747,27984155,28704674,29435571,30130983,30838302,31544266,32240827,32882704,33505406,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239
Kuwait,269026,300581,337346,378756,423900,472032,523169,577164,632911,688972,744444,798639,851918,905639,961773,1021725,1085866,1153573,1224063,1296077,1368680,1439334,1507636,1576975,1652150,1735278,1832302,1938916,2034850,2092786,2095350,2031297,,,,1605907,1626858,1710257,1831121,1951642,2045123,2103273,2136991,2161626,2200498,2270196,2373661,2504026,2656010,2821041,2991884,3168054,3348852,3526382,3690939,3835588,3956862,4056102,4137314,4207077,4270563
Latin America & Caribbean (excluding high income),197123485,202635411,208319980,214152054,220096687,226126959,232233929,238418074,244674060,250999444,257392749,263849485,270368419,276956213,283622634,290374325,297207329,304120290,311125944,318240296,325470475,332819629,340272476,347792200,355331567,362854776,370346031,377806267,385236744,392644850,400034081,407394108,414713589,421995092,429246145,436470219,443669730,450833590,457935268,464933468,471805920,478530627,485108963,491558169,497915775,504205968,510437972,516611312,522729313,528793175,534699518,540699864,546631449,552552130,558534202,564618410,570838477,577151682,583432088,589503742,595242966
Lao PDR,2120892,2170340,2221123,2273352,2327137,2382586,2439197,2496927,2556845,2620448,2688429,2762264,2840842,2919288,2990963,3051583,3098962,3135839,3168838,3207331,3258149,3323353,3401193,3489910,3586315,3687889,3794204,3905530,4020817,4138845,4258471,4379234,4500346,4619946,4735837,4846477,4951189,5050308,5144601,5235339,5323701,5409584,5493247,5576640,5662199,5751675,5846075,5944950,6046630,6148621,6249168,6347564,6444527,6541302,6639763,6741160,6845848,6953031,7061498,7169456,7275556
Lebanon,1804935,1864613,1925295,1984999,2041231,2092374,2136617,2174732,2210769,2250454,2297436,2354046,2417837,2481943,2536772,2575746,2596409,2601734,2597202,2590911,2588928,2594299,2606148,2622072,2638056,2651992,2660873,2667957,2684682,2726438,2803032,2921700,3076133,3246129,3403359,3528379,3610663,3658425,3693514,3747762,3842774,3990999,4182205,4388378,4569377,4698761,4759760,4767347,4764745,4813026,4953064,5202022,5537620,5913016,6261046,6532681,6714281,6819373,6859408,6855709,6825442
Liberia,1118655,1142304,1166651,1191796,1217905,1245104,1273458,1303032,1333980,1366500,1400730,1436740,1474567,1514364,1556288,1600454,1645833,1692155,1740919,1794251,1852991,1918832,1989477,2057232,2111667,2145756,2158434,2153312,2134105,2106429,2075917,2040141,2001612,1976701,1986491,2044657,2160480,2326210,2517472,2699708,2848447,2953928,3024727,3077055,3135654,3218114,3329211,3461911,3607863,3754129,3891357,4017446,4135662,4248337,4359508,4472229,4586788,4702224,4818976,4937374,5057677
Libya,1448416,1498076,1550815,1607168,1667822,1733307,1803689,1878869,1958909,2043820,2133527,2228142,2327487,2430754,2536895,2645136,2754698,2865639,2979102,3096724,3219462,3347779,3480443,3614682,3746712,3873781,3994601,4109717,4220451,4328935,4436663,4544245,4650896,4755134,4854871,4948796,5036173,5118008,5196774,5275921,5357893,5443249,5531097,5620545,5710163,5798615,5886874,5974786,6058740,6133987,6197667,6247438,6285751,6320350,6362039,6418315,6492160,6580723,6678565,6777453,6871287
St. Lucia,89698,90718,91892,93214,94637,96138,97721,99370,101028,102599,104016,105244,106303,107311,108389,109634,111074,112685,114398,116148,117828,119435,120987,122571,124296,126246,128448,130868,133364,135787,138019,140001,141758,143402,145080,146871,148837,150920,153023,154988,156737,158184,159392,160530,161821,163408,165378,167644,170011,172223,174092,175538,176654,177505,178307,179131,180028,180955,181890,182795,183629
Latin America & Caribbean,219828794,225912719,232183258,238612680,245147710,251760583,258440584,265187879,272006857,278898334,285867424,292913867,300028905,307224818,314508488,321883714,329348136,336897935,344553109,352320721,360211832,368220724,376337306,384527729,392750803,400974913,409183996,417376183,425549887,433708712,441855797,449968703,458041493,466082322,474089591,482060085,490002410,497889881,505687097,513366691,520903474,528283130,535509387,542599527,549590680,556504216,563337657,570091479,576783743,583430021,589932530,596538052,603094656,609595811,615999056,622301041,628493594,634566052,640483827,646431661,652365260
Least developed countries: UN classification,240454708,246047924,251832862,257838094,264101960,270646667,277496711,284630101,291965350,299390774,306831524,314257039,321707146,329263985,337046102,345142878,353588445,362368951,371467960,380850814,390496946,400410427,410619225,421154964,432058248,443361310,455060691,467154411,479674708,492660240,506129051,520111718,534575828,549399532,564416992,579513541,594629550,609808367,625164142,640865573,657030890,673713879,690867506,708388980,726127048,743981227,761918122,780000109,798338725,817092371,836378625,856228779,876617729,897536802,918959067,940860189,963241392,986099903,1009398577,1033088986,1057131013
Low income,137782356,140848427,143991035,147246689,150668279,154292515,158131724,162169520,166378127,170716523,175154298,179681941,184306845,189035415,193880021,198849250,203955515,209195581,214544342,219966776,225445124,230976727,236593189,242355131,248343146,254622410,261201749,268084615,275322077,282972202,291068697,299656373,308709029,318101755,327660123,337265010,346863261,356508832,366320517,376471932,387088076,398196096,409752737,421725011,434055590,446695034,459659653,472947450,486468200,500104939,513783318,527467149,541205688,555116804,569367413,584084928,599290280,614965124,631147232,647870823,665149035
Liechtenstein,16501,16894,17300,17724,18170,18642,19160,19688,20237,20766,21268,21729,22161,22560,22985,23436,23933,24451,24968,25463,25881,26229,26533,26790,27028,27286,27552,27835,28135,28449,28790,29166,29552,29987,30415,30884,31354,31830,32306,32765,33184,33543,33885,34172,34444,34718,34975,35217,35469,35723,35996,36299,36615,36940,37219,37465,37655,37805,37918,38020,38137
Sri Lanka,9874476,10111639,10352180,10597516,10849977,11110825,11380665,11657650,11937607,12214948,12485736,12747831,13002234,13252033,13501931,13755141,14012894,14273495,14533691,14788866,15035840,15272822,15501210,15724641,15948501,16176282,16408861,16643956,16878186,17106752,17325769,17535732,17736827,17924827,18094474,18242917,18367290,18470897,18564595,18663293,18777606,18911727,19062476,19224036,19387153,19544988,19695977,19842044,19983984,20123508,20261738,20398496,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,21919000
Lower middle income,989984004,1012695283,1036174880,1060393357,1085299211,1110852757,1137057458,1163922580,1191458095,1219673698,1248583279,1278208964,1308581612,1339744791,1371761160,1404677295,1438471529,1473161514,1508876331,1545785670,1583984211,1623540865,1664223803,1705941229,1748404026,1791342151,1834732208,1878529520,1922581048,1966720233,2012725416,2056479735,2100111594,2143451976,2186469992,2229481699,2272648448,2315905969,2359112024,2402132069,2445096607,2487900839,2530679514,2573512638,2616457516,2659559236,2702862046,2746406133,2790205950,2834272715,2878875404,2923659939,2968243908,3013187396,3058248975,3103569257,3149022555,3194517542,3240031866,3285416867,3330640847
Low & middle income,2264230620,2293657434,2336352877,2391244202,2446616794,2503757914,2564648351,2625561008,2688185221,2753244603,2820016062,2888210757,2955489373,3022725529,3089529348,3155089855,3220127983,3284682193,3350362852,3417557084,3485705709,3555885098,3629464839,3704198772,3779008675,3855293544,3933787633,4014448614,4095886112,4176844232,4258752368,4337877425,4415505670,4492317295,4568575059,4644102872,4719450586,4794699053,4869213942,4942547019,5015312017,5087207752,5158587426,5230138001,5301837009,5373869102,5446020814,5518223279,5591196860,5664911254,5739220120,5815230217,5893427777,5972367480,6051379799,6130279781,6209526269,6289507340,6367625423,6444060654,6518228149
Lesotho,837264,852892,869132,886061,903757,922307,941798,962279,983683,1005911,1028930,1052619,1077102,1102885,1130634,1160795,1193517,1228527,1265211,1302670,1340258,1377808,1415362,1452727,1489685,1526132,1561687,1596395,1630993,1666564,1703757,1742534,1782284,1822237,1861323,1898598,1934294,1968054,1997524,2019732,2032805,2035738,2029832,2018355,2005953,1996115,1989933,1986926,1987130,1990135,1995575,2003793,2014988,2028528,2043448,2059011,2075041,2091532,2108327,2125267,2142252
Late-demographic dividend,1096903448,1099284940,1113927919,1139889997,1165421495,1191679434,1220687497,1248850553,1277803242,1308225875,1339320296,1370950386,1400911434,1429901917,1457475769,1482809855,1506611986,1528866928,1551073484,1573488423,1595481006,1618039026,1642764734,1667457285,1691255626,1715762768,1741726104,1769123601,1796650131,1823252483,1848493286,1872533228,1892668417,1913821985,1934464425,1955853024,1975201502,1994262421,2012567157,2029606212,2045117456,2059865510,2073728615,2087283920,2100722053,2114284047,2127728043,2140885484,2154327657,2167824335,2180813069,2194720542,2210411890,2226143139,2241445370,2256036257,2270527108,2285348589,2297874675,2308520840,2316662680
Lithuania,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2794137,2794885
Luxembourg,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419
Latvia,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449
"Macao SAR, China",167795,170466,176188,184245,193556,203224,213189,223416,233002,240837,246193,248745,248770,246945,244289,241631,239074,236669,235175,235440,238085,243373,251154,260921,271914,283490,295597,308181,320774,332783,343816,353623,362308,370195,377805,385517,393376,401353,409620,418388,427772,437928,448813,460157,471600,482863,493804,504504,515232,526401,538215,550833,564037,577368,590210,602093,612824,622578,631633,640446,649342
St. Martin (French part),3898,3996,4078,4179,4302,4471,4675,4922,5194,5461,5707,5945,6156,6370,6601,6882,7250,7713,8191,8557,8777,8675,8372,8296,9067,11066,14561,19274,24374,28723,31522,32441,31816,30194,28482,27320,26854,26910,27388,28122,28935,29847,30913,32055,33187,34252,35240,36138,36880,37380,37582,37451,37012,36458,36018,35865,36061,36569,37264,38002,38659
Morocco,12328532,12710587,13094890,13478425,13857656,14230163,14595351,14954037,15307267,15656846,16004732,16350883,16696890,17048525,17413149,17796171,18198836,18620087,19059773,19516942,19990006,20479709,20984023,21495088,22002641,22499111,22980334,23447256,23903592,24355624,24807461,25260407,25711410,26155204,26584473,26994255,27383472,27754573,28110447,28455504,28793672,29126323,29454765,29782884,30115196,30455563,30804689,31163670,31536807,31929087,32343384,32781860,33241898,33715705,34192358,34663608,35126274,35581257,36029089,36471766,36910558
Monaco,22461,22813,23043,23165,23236,23289,23302,23292,23295,23348,23487,23721,24049,24445,24829,25203,25523,25811,26090,26391,26752,27162,27633,28091,28511,28836,29050,29156,29232,29309,29433,29629,29859,30145,30436,30731,31001,31268,31554,31836,32148,32474,32804,33144,33499,33842,34189,34524,34860,35223,35609,36025,36459,36899,37320,37723,38070,38392,38682,38967,39244
Moldova,2043664,2092667,2140063,2185050,2228429,2269399,2307959,2344108,2377848,2411588,2445328,2479871,2515217,2549760,2582697,2611616,2638126,2660619,2682309,2703999,2728099,2754609,2782725,2811645,2840565,2867878,2893584,2918487,2940177,2957047,2969097,2975523,2977130,2973114,2964277,2952307,2946401,2935524,2934339,2929735,2923783,2917252,2910504,2902320,2895147,2888111,2880095,2873429,2867964,2864346,2861487,2859833,2859458,2858692,2856950,2834530,2802170,2755158,2708214,2664974,2620495
Madagascar,5099368,5223561,5352497,5486319,5625164,5769215,5918592,6073529,6234468,6401920,6576305,6757853,6946619,7142634,7345773,7556032,7773452,7998157,8230214,8469677,8716549,8971339,9234137,9504283,9780869,10063493,10352117,10647753,10952396,11268653,11598647,11942809,12301338,12675469,13066544,13475403,13902697,14347860,14808791,15282524,15766806,16260933,16765122,17279139,17802992,18336722,18880265,19433520,19996476,20569115,21151640,21743970,22346641,22961259,23589897,24234080,24894370,25570511,26262313,26969306,27691019
Maldives,89873,92328,94902,97540,100177,102710,105129,107481,109893,112582,115688,119303,123347,127700,132102,136418,140563,144625,148774,153276,158271,163821,169849,176255,182848,189540,196262,203024,209787,216502,223159,229743,236271,242596,248582,254144,259178,263836,268445,273522,279396,286309,294185,302681,311265,319604,327489,335172,343448,353391,365730,380493,397231,415592,435018,454914,475505,496398,515704,530957,540542
Middle East & North Africa,105203230,108061826,111045418,114101578,117271192,120541198,123908187,127444919,131026902,134704201,138473057,142307871,146213398,150292311,154509840,158917282,163532333,168361040,173447050,178866336,184628581,190731389,197157155,203834175,210648804,217572797,224549836,231570125,238565130,245453236,254215127,261046286,265656639,272107854,278384977,286096967,292041169,297891711,303641719,309436718,315326781,321297196,327362274,333608806,340143477,347029862,354302465,361929175,369823227,377883960,385917928,393942668,401968363,409968633,417924350,425821771,433616042,441298977,448974232,456709496,464542370
Mexico,37771861,38966049,40195318,41462373,42771077,44123863,45519746,46956208,48431971,49945278,51493565,53076366,54689944,56324310,57966812,59607947,61242189,62869908,64494872,66123908,67761367,69407623,71058650,72709306,74352631,75983486,77599105,79200081,80788725,82368930,83943135,85512621,87075136,88625440,90156396,91663290,93147045,94611008,96056313,97484823,98899845,100298152,101684764,103081020,104514934,106005199,107560155,109170503,110815272,112463886,114092961,115695468,117274156,118827158,120355137,121858251,123333379,124777326,126190782,127575529,128932753
Marshall Islands,14674,15056,15547,16111,16710,17282,17834,18383,18966,19617,20394,21305,22335,23440,24530,25579,26548,27479,28400,29417,30574,31883,33330,34881,36564,38331,40212,42168,44092,45827,47265,48403,49242,49828,50214,50454,50523,50453,50356,50418,50754,51411,52368,53465,54476,55257,55765,56046,56166,56255,56361,56524,56712,56933,57183,57444,57723,58053,58412,58791,59194
Middle income,2126448264,2152809007,2192361842,2243997513,2295948515,2349465399,2406516627,2463391488,2521807094,2582528080,2644861764,2708528816,2771182528,2833690114,2895649327,2956240605,3016172468,3075486612,3135818510,3197590308,3260260585,3324908371,3392871650,3461843641,3530665529,3600671134,3672585884,3746363999,3820564035,3893872030,3967683671,4038221052,4106796641,4174215540,4240914936,4306837862,4372587325,4438190221,4502893425,4566075087,4628223941,4689011656,4748834689,4808412990,4867781419,4927174068,4986361161,5045275829,5104728660,5164806315,5225436802,5287763068,5352222089,5417250676,5482012386,5546194853,5610235989,5674542216,5736478191,5796189831,5853079114
North Macedonia,1488670,1507647,1527109,1547449,1569139,1592437,1617797,1644949,1672399,1698150,1720805,1739529,1754951,1769002,1784400,1803008,1825559,1851070,1877690,1902718,1924203,1941527,1955247,1965892,1974413,1981536,1987538,1992278,1995508,1996863,1996218,1993304,1988659,1984024,1981713,1983259,1989441,1996869,2007523,2017142,2026350,2034882,2020157,2026773,2032544,2036855,2040228,2043559,2046898,2050671,2055004,2058539,2061044,2064032,2067471,2070226,2072490,2074502,2076217,2076694,2072531
Mali,5263727,5322269,5381367,5441618,5503750,5568495,5635864,5706192,5780836,5861417,5949042,6044524,6147464,6256191,6368346,6482282,6596721,6712267,6831090,6956409,7090124,7234725,7388670,7545163,7694857,7831888,7952863,8062216,8171525,8296919,8449915,8635528,8850334,9087173,9334893,9585660,9837575,10094363,10360564,10642937,10946448,11271603,11616890,11982692,12369078,12775509,13203378,13651455,14113578,14581427,15049352,15514593,15979492,16449854,16934213,17438772,17965448,18512429,19077755,19658023,20250834
Malta,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332
Myanmar,21736947,22211626,22697664,23198238,23717785,24259356,24823937,25410054,26015239,26635852,27269063,27913749,28570093,29238168,29918469,30611093,31314347,32026748,32748782,33481397,34224316,34976465,35734273,36491804,37241530,37977087,38698484,39404350,40085653,40731439,41335188,41890192,42401686,42889992,43383421,43901598,44452203,45027223,45611220,46181075,46719698,47225119,47702163,48148907,48564489,48949931,49301049,49621479,49929642,50250366,50600827,50990612,51413703,51852464,52280816,52680724,53045199,53382521,53708318,54045422,54409794
Middle East & North Africa (excluding high income),97553136,100147125,102808039,105546241,108376349,111307810,114351844,117503838,120739199,124023275,127335093,130670746,134051048,137511232,141099598,144855662,148781943,152881163,157192250,161761403,166616386,171766018,177185651,182825252,188614684,194494177,200443463,206447529,212456877,218415839,226259024,232101413,237828686,243429317,248897278,254233340,259431598,264504158,269440674,274350014,279279614,284249005,289264351,294343659,299502746,304755514,310109431,315573363,321168746,326900966,332777842,338813060,344998428,351290405,357629838,363975556,370294017,376588457,382955167,389457075,396147843
Montenegro,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306
Mongolia,955514,982181,1011327,1042387,1074518,1107121,1139962,1173186,1207104,1242213,1278819,1317042,1356673,1397305,1438421,1479646,1520868,1562207,1603910,1646290,1689622,1733475,1777727,1823214,1871089,1921889,1976313,2033351,2089709,2141005,2184139,2217918,2243495,2263196,2280475,2298017,2316571,2335744,2355667,2376228,2397417,2419594,2443261,2468765,2496394,2526429,2558854,2593819,2631899,2673794,2719902,2770357,2824698,2881783,2940111,2998433,3056358,3113788,3170214,3225166,3278292
Northern Mariana Islands,9980,10243,10438,10591,10780,11023,11341,11723,12135,12577,13000,13423,13884,14322,14672,14917,15024,15049,15167,15640,16633,18168,20163,22622,25496,28719,32377,36371,40294,43542,45752,46662,46473,45763,45361,45872,47518,50052,52999,55633,57453,58319,58412,57954,57240,56547,55886,55215,54621,54194,53971,54013,54306,54786,55301,55779,56187,56553,56889,57213,57557
Mozambique,7184870,7342117,7507309,7679465,7857107,8039217,8225919,8417698,8614445,8816056,9022747,9232655,9446235,9668655,9906963,10165216,10443954,10738534,11041206,11341405,11630194,11913085,12189817,12439773,12636120,12764385,12808566,12786353,12758003,12805950,12987292,13328029,13805999,14370950,14948050,15483277,15960445,16397175,16813946,17244176,17711925,18221884,18764147,19331097,19910549,20493927,21080108,21673319,22276596,22894718,23531567,24187500,24862673,25560752,26286192,27042001,27829930,28649007,29496009,30366043,31255435
Mauritania,850377,875586,901690,928742,956794,985907,1016093,1047345,1079580,1112749,1146776,1181659,1217443,1254156,1291857,1330594,1370364,1411139,1453028,1496174,1540644,1586496,1633655,1681859,1730737,1780033,1829678,1879756,1930427,1981902,2034347,2087914,2142645,2198538,2255520,2313630,2372900,2433567,2496217,2561584,2630217,2702405,2778097,2857150,2939246,3024198,3111908,3202512,3296237,3393408,3494200,3598646,3706555,3817497,3930894,4046304,4163532,4282582,4403312,4525698,4649660
Mauritius,659351,680757,700349,718861,736381,753000,768813,783917,798413,812405,826000,839230,852053,864819,878042,892000,906507,921379,933499,949888,966039,980462,992521,1001691,1012221,1020528,1028360,1036082,1043239,1051260,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613,1265303,1265711,1265740
Malawi,3659980,3747758,3839047,3933914,4032364,4134464,4240430,4350456,4464427,4582197,4703783,4829092,4958556,5093368,5235074,5384798,5545653,5717954,5896864,6075485,6250434,6412380,6565985,6737924,6964613,7268271,7666390,8141140,8636686,9075568,9404499,9600361,9685974,9710335,9745695,9844418,10022783,10264906,10552345,10854325,11148751,11432001,11713663,12000183,12301837,12625950,12973693,13341808,13727899,14128161,14539609,14962118,15396010,15839287,16289550,16745305,17205253,17670193,18143215,18628749,19129955
Malaysia,8156342,8417821,8692337,8973791,9253827,9526558,9790083,10046321,10297983,10549395,10804131,11062434,11324277,11592638,11871102,12162189,12468688,12790313,13122833,13460035,13798094,14134060,14471215,14819430,15192300,15598924,16043736,16522004,17022470,17528961,18029824,18519941,19002660,19484901,19977508,20487604,21017619,21562790,22114647,22661293,23194252,23709115,24208391,24698821,25190647,25690615,26201954,26720367,27236003,27735038,28208028,28650962,29068189,29468923,29866606,30270965,30684652,31104655,31528033,31949789,32365998
North America,198624409,202007500,205198600,208253700,211262900,214031100,216659000,219176000,221503000,223759000,226431000,229677632,232168663,234454577,236715369,239169275,241538008,244018243,246601803,249310344,251795337,254340965,256836391,259214381,261488476,263823014,266290660,268793450,271349094,274154622,277373464,281077441,284943859,288662674,292185983,295640057,299064347,302623445,306070116,309502571,312909974,316052361,319048184,321815286,324809693,327824506,331015609,334185120,337406357,340466060,343397156,345987373,348656682,351207902,353888902,356507139,359245796,361731237,363967202,365995096,369602187
